Lead Owner,Interest Level,Lead Location(Auto),Creation Source,Marketing Source,is_india_location,days_since_next_activity,next_activity_hour,Days_Since_Update,Update_Hour,Update_DayOfWeek,hour_of_day,day_of_week,is_student,creation_source_encoded
18,0,Unknown,0,13,0,-1.0,-1.0,1052,16,5,16,4,0,0
19,0,Unknown,0,19,0,-1.0,-1.0,1146,10,2,14,1,1,0
20,0,India,0,42,1,-1.0,-1.0,890,13,6,14,0,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,990,17,4,19,3,0,0
5,0,india,0,42,1,9.0,18.0,965,14,1,16,2,0,0
11,0,Unknown,0,19,0,357.0,0.0,819,15,0,16,1,0,0
4,0,Unknown,2,0,0,4.0,0.0,1275,13,6,20,3,0,2
4,0,Unknown,0,10,0,-1.0,-1.0,1342,14,2,12,1,0,0
17,1,Unknown,0,19,0,1.0,0.0,1101,9,5,5,3,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1248,14,5,8,5,0,0
12,0,Unknown,0,42,0,0.0,0.0,1075,19,2,22,1,0,0
21,0,IN,0,13,0,5.0,0.0,1081,11,4,7,0,0,0
2,1,Unknown,0,22,0,-1.0,-1.0,1200,17,4,15,4,0,0
19,0,Unknown,0,22,0,-1.0,-1.0,1146,10,2,8,1,0,0
2,1,IN,0,13,0,10.0,17.0,953,12,6,13,2,0,0
2,0,IN,0,22,0,25.0,0.0,879,19,2,17,6,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,854,17,0,19,6,0,0
18,0,Unknown,2,0,0,-1.0,-1.0,1259,20,0,20,0,0,2
2,0,IN,0,13,0,-1.0,-1.0,1113,17,0,9,0,0,0
19,1,Unknown,0,42,0,1.0,0.0,980,9,0,21,4,0,0
1,1,Unknown,0,22,0,-1.0,-1.0,1160,8,2,7,2,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,803,12,2,16,1,0,0
4,0,India,2,42,1,-1.0,-1.0,1314,21,1,21,1,0,2
18,0,US,0,42,0,-1.0,-1.0,848,2,6,7,3,0,0
19,1,Unknown,0,42,0,2.0,0.0,951,15,1,5,3,0,0
21,0,in,0,42,0,-1.0,-1.0,1066,15,5,23,5,0,0
17,0,Unknown,0,19,0,-1.0,0.0,1152,10,3,15,2,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,961,18,5,9,3,0,0
2,0,IN,0,10,0,14.0,0.0,1073,13,5,22,1,0,0
4,1,Unknown,0,0,0,105.0,0.0,1279,12,2,7,2,0,0
2,0,India,2,13,1,-1.0,-1.0,1285,16,3,16,3,0,2
1,1,Unknown,0,42,0,-1.0,0.0,1092,12,0,17,6,0,0
19,1,Unknown,2,42,0,-1.0,-1.0,1210,20,0,17,0,0,2
17,0,Unknown,0,13,0,-1.0,-1.0,892,17,4,21,0,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1273,17,1,0,1,0,0
2,0,India,2,10,1,-1.0,-1.0,1252,19,0,17,3,1,2
19,1,Unknown,0,42,0,0.0,0.0,1085,17,0,21,6,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,838,6,2,6,2,1,2
16,0,India,1,42,1,-1.0,-1.0,1338,20,5,19,5,0,1
4,0,Unknown,0,22,0,9.0,0.0,1052,18,5,9,2,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1062,13,2,23,0,0,0
2,0,Unknown,0,10,0,-1.0,-1.0,1263,13,4,18,4,1,0
4,0,Unknown,0,22,0,-1.0,-1.0,1141,14,0,20,6,0,0
1,1,Unknown,0,42,0,0.0,0.0,924,6,0,7,6,1,0
4,1,Unknown,0,19,0,7.0,0.0,1194,16,3,21,3,0,0
17,0,Unknown,0,6,0,1.0,0.0,1045,16,5,16,3,0,0
4,1,Unknown,0,42,0,0.0,0.0,854,15,0,6,1,0,0
2,1,India,2,0,1,-1.0,-1.0,1315,20,0,13,0,0,2
18,0,Unknown,0,6,0,-1.0,-1.0,937,13,1,7,0,0,0
19,1,Unknown,0,42,0,23.0,0.0,1001,11,0,8,5,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1273,18,1,7,1,0,0
20,0,India,0,42,1,-1.0,-1.0,863,13,5,19,3,1,0
16,1,Unknown,2,0,0,-1.0,-1.0,1320,19,2,16,2,0,2
4,1,Unknown,0,13,0,-1.0,-1.0,941,15,4,16,6,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,972,22,0,19,0,0,0
21,0,IN,0,13,0,-1.0,-1.0,1061,12,3,14,1,0,0
21,0,IN,0,13,0,-1.0,-1.0,979,15,1,23,6,0,0
19,1,Unknown,0,42,0,-1.0,-1.0,1050,16,0,0,6,0,0
19,0,Unknown,0,42,0,0.0,0.0,875,11,0,19,4,0,0
1,0,Unknown,0,16,0,-1.0,-1.0,931,5,0,13,6,0,0
15,0,Unknown,0,22,0,-1.0,-1.0,1065,16,6,22,1,0,0
4,0,Unknown,0,19,0,7.0,0.0,947,13,5,7,4,0,0
6,0,Unknown,0,19,0,-1.0,0.0,797,13,1,12,6,0,0
12,1,Unknown,0,42,0,-2.0,0.0,986,23,0,3,0,1,0
14,0,Unknown,0,6,0,-1.0,-1.0,1052,14,5,18,4,0,0
2,0,IN,0,19,0,-1.0,-1.0,1138,16,3,10,1,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1052,13,5,16,0,1,0
19,0,Unknown,0,4,0,0.0,0.0,1124,18,2,5,1,0,0
4,0,Unknown,0,10,0,-1.0,-1.0,1257,12,3,12,1,0,0
4,0,Unknown,0,22,0,23.0,0.0,974,14,6,13,3,0,0
10,0,Unknown,2,42,0,-1.0,-1.0,812,17,0,18,4,0,2
2,1,IN,0,19,0,-1.0,-1.0,1064,15,0,21,6,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1213,17,5,16,5,1,0
19,0,Unknown,0,42,0,2.0,0.0,1056,14,1,15,6,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,1100,2,6,11,2,0,0
19,0,Unknown,0,42,0,2.0,0.0,1072,15,6,16,1,0,0
10,0,Unknown,2,0,0,-1.0,-1.0,812,17,0,14,2,0,2
15,0,Unknown,2,42,0,-1.0,-1.0,1046,19,3,20,6,0,2
2,0,IN,0,22,0,3.0,0.0,1001,12,0,23,6,0,0
16,0,Unknown,2,0,0,-1.0,-1.0,1341,18,3,18,3,0,2
16,0,Unknown,0,10,0,-1.0,-1.0,1347,19,3,13,3,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,873,16,2,4,2,0,0
4,0,Unknown,0,10,0,436.0,0.0,913,16,4,18,1,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,952,14,0,0,1,1,0
18,0,Unknown,0,6,0,-1.0,-1.0,1205,13,6,16,5,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1087,10,5,10,5,0,2
1,1,Unknown,2,42,0,-1.0,-1.0,908,14,2,16,0,0,2
17,1,Unknown,0,22,0,0.0,0.0,1104,9,2,0,6,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,953,14,6,10,3,1,0
18,0,Unknown,0,6,0,-1.0,-1.0,976,0,4,5,1,0,0
2,0,IN,0,10,0,15.0,0.0,1063,18,1,16,2,0,0
10,1,Unknown,0,13,0,-1.0,-1.0,812,17,0,19,6,0,0
1,0,india,0,19,1,1.0,0.0,964,19,1,7,3,0,0
19,1,Unknown,0,42,0,0.0,0.0,858,15,3,18,2,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1061,13,3,14,1,0,0
2,1,IN,0,13,0,138.0,0.0,1094,17,5,0,0,0,0
2,0,India,2,13,1,-1.0,-1.0,1291,18,4,18,4,0,2
14,0,IN,2,13,0,-1.0,-1.0,1043,15,0,20,4,0,2
1,1,india,0,42,1,0.0,0.0,964,19,1,8,6,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,802,2,3,5,2,0,0
17,0,Unknown,0,13,0,33.0,0.0,1138,18,3,20,4,0,0
17,0,Unknown,0,0,0,3.0,0.0,897,19,5,14,1,0,0
4,0,Unknown,0,19,0,1.0,0.0,960,18,5,17,4,0,0
6,1,Unknown,0,13,0,15.0,0.0,797,13,1,17,5,0,0
21,0,MY,0,42,0,-1.0,-1.0,822,13,4,8,2,0,0
16,0,Unknown,2,0,0,-1.0,-1.0,1312,13,4,12,4,0,2
4,0,Unknown,0,0,0,-1.0,-1.0,1270,18,4,13,4,0,0
19,0,Unknown,0,0,0,-1.0,-1.0,1213,10,5,17,4,0,0
11,0,Unknown,0,4,0,23.0,0.0,819,15,0,16,5,0,0
21,1,IN,0,10,0,-1.0,-1.0,1038,18,5,12,0,0,0
19,1,Unknown,0,42,0,1.0,0.0,1079,15,6,8,4,0,0
15,0,Unknown,0,13,0,-1.0,-1.0,1043,14,0,10,6,0,0
2,1,IN,0,4,0,-1.0,-1.0,1010,17,5,23,6,0,0
6,0,Unknown,0,10,0,-1.0,-1.0,797,13,1,9,6,0,0
2,0,Unknown,0,42,0,-1.0,-1.0,1099,9,0,23,0,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,808,4,4,21,3,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1067,13,4,19,6,0,0
2,1,IN,0,22,0,-1.0,-1.0,914,13,3,10,5,0,0
17,0,Unknown,0,22,0,1.0,0.0,961,19,4,2,2,0,0
16,0,India,2,0,1,-1.0,-1.0,1343,17,1,16,6,0,2
18,0,Unknown,0,42,0,-1.0,-1.0,984,13,3,0,0,0,0
15,0,Unknown,0,13,0,-1.0,-1.0,1045,12,5,5,2,0,0
19,1,Unknown,0,42,0,1.0,0.0,1024,10,5,19,3,0,0
21,1,in,0,42,0,-1.0,-1.0,998,10,3,21,4,0,0
18,0,IN,0,42,0,-1.0,-1.0,830,20,2,9,1,0,0
2,0,IN,0,10,0,4.0,0.0,1003,10,5,5,4,0,0
19,0,Unknown,0,13,0,0.0,0.0,1138,16,3,15,2,0,0
15,0,Unknown,0,13,0,-1.0,-1.0,1043,14,0,17,5,0,0
18,1,Unknown,0,6,0,3.0,1.0,989,0,5,23,0,0,0
19,0,Unknown,0,42,0,-1.0,-1.0,1128,17,6,22,5,0,0
4,0,Unknown,0,13,0,3.0,0.0,1050,12,0,23,4,0,0
11,1,Unknown,0,13,0,-1.0,-1.0,819,15,0,17,2,0,0
15,0,Unknown,0,13,0,-1.0,-1.0,1065,19,5,1,3,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1188,14,2,13,1,1,0
19,1,Unknown,0,42,0,-1.0,-1.0,1149,16,6,18,3,0,0
4,0,Unknown,0,20,0,9.0,0.0,921,16,3,17,0,0,0
17,0,Unknown,0,19,0,0.0,0.0,1171,21,4,21,3,0,0
17,1,Unknown,0,22,0,1.0,0.0,1107,9,6,12,4,0,0
20,1,France,0,42,0,5.0,15.0,801,18,4,3,1,1,0
19,1,Unknown,0,42,0,-1.0,-1.0,1088,12,4,20,2,0,0
1,0,india,0,19,1,2.0,0.0,964,19,1,9,0,0,0
4,0,Unknown,0,13,0,-1.0,-1.0,1189,19,0,13,2,1,0
1,1,Unknown,0,42,0,-1.0,-1.0,1122,6,5,9,0,0,0
6,0,Unknown,0,22,0,8.0,0.0,797,13,1,9,0,0,0
4,0,Unknown,0,42,0,-1.0,-1.0,967,13,6,13,5,1,0
18,0,Unknown,0,42,0,3.0,0.0,1219,12,6,2,2,0,0
1,0,india,0,42,1,0.0,0.0,964,19,1,15,0,0,0
2,0,IN,0,13,0,-1.0,-1.0,1141,9,0,17,6,0,0
2,0,CA,0,19,0,67.0,0.0,892,6,4,19,3,0,0
16,1,Unknown,2,0,0,-1.0,-1.0,1306,18,3,14,2,0,2
16,0,India,1,42,1,-1.0,-1.0,1336,13,1,14,4,0,1
4,0,Unknown,0,19,0,-1.0,-1.0,982,15,5,15,4,0,0
20,0,IN,0,13,0,53.0,19.0,1054,16,3,10,6,0,0
2,1,IN,0,4,0,20.0,0.0,1073,17,5,22,1,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1126,18,1,6,5,0,0
19,1,Unknown,0,42,0,126.0,0.0,925,13,6,12,1,0,0
2,1,India,2,10,1,-1.0,-1.0,1291,15,4,14,4,0,2
4,1,Unknown,0,22,0,1.0,19.0,1116,16,4,7,3,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1141,13,0,22,6,1,0
2,1,India,2,9,1,1.0,11.0,1295,10,0,11,6,0,2
12,1,Unknown,0,42,0,-1.0,-1.0,1140,0,1,23,6,1,0
18,0,Unknown,0,42,0,-1.0,-1.0,850,13,4,13,3,0,0
10,0,Unknown,0,0,0,4.0,0.0,812,17,0,13,5,0,0
19,1,IN,0,42,0,-1.0,-1.0,800,21,4,15,2,0,0
2,0,IN,0,19,0,8.0,0.0,951,12,1,19,3,0,0
19,0,Unknown,0,22,0,-1.0,-1.0,1146,13,2,19,1,1,0
1,1,Unknown,0,42,0,-1.0,0.0,1012,18,3,17,3,0,0
19,1,Unknown,0,42,0,3.0,0.0,1090,11,2,23,2,0,0
4,0,Unknown,0,19,0,7.0,0.0,1042,15,1,14,0,0,0
6,0,Unknown,0,19,0,-1.0,-1.0,797,13,1,17,5,0,0
2,0,IN,0,4,0,2.0,0.0,923,17,1,0,1,0,0
11,1,IN,0,22,0,4.0,18.0,814,9,5,0,1,0,0
4,0,Unknown,0,19,0,8.0,0.0,1007,13,1,8,6,0,0
19,1,Unknown,0,42,0,0.0,0.0,949,12,3,13,2,0,0
19,1,Unknown,0,0,0,0.0,0.0,1221,11,4,12,3,1,0
4,0,Unknown,0,4,0,8.0,0.0,965,23,0,23,5,0,0
4,0,Unknown,0,4,0,3.0,0.0,1126,14,1,5,0,0,0
21,0,IN,0,22,0,-1.0,-1.0,951,14,1,9,5,0,0
17,1,Unknown,0,19,0,13.0,0.0,1022,15,0,18,0,0,0
16,1,Unknown,2,0,0,-1.0,-1.0,1319,20,3,12,2,0,2
6,1,Unknown,0,19,0,0.0,0.0,797,16,1,23,5,0,0
2,0,India,2,13,1,-1.0,-1.0,1292,18,3,18,3,0,2
12,1,Unknown,0,42,0,-1.0,-1.0,1006,5,2,3,2,1,0
7,1,Unknown,0,42,0,20.0,0.0,812,17,0,13,1,1,0
18,0,Unknown,0,6,0,-1.0,-1.0,1013,15,2,14,1,0,0
13,0,Unknown,0,19,0,-1.0,-1.0,903,10,0,10,2,0,0
2,0,India,2,9,1,-1.0,-1.0,1335,17,2,17,2,0,2
2,0,IN,0,19,0,9.0,0.0,951,20,0,13,2,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,946,15,6,21,3,0,0
5,1,Unknown,2,23,0,-1.0,0.0,807,10,5,12,4,0,2
19,0,Unknown,0,19,0,2.0,0.0,1168,18,0,14,5,0,0
16,1,India,1,42,1,-1.0,-1.0,1340,13,4,12,4,0,1
17,0,Unknown,0,19,0,0.0,0.0,1141,17,0,9,6,0,0
19,1,Unknown,0,42,0,2.0,0.0,841,10,6,20,3,0,0
1,1,Unknown,0,42,0,-1.0,0.0,954,19,4,13,4,0,0
2,1,Unknown,0,10,0,-1.0,-1.0,1279,15,2,18,0,0,0
15,0,Unknown,0,35,0,-1.0,-1.0,1050,13,0,7,1,1,0
4,0,India,2,0,1,-1.0,-1.0,1324,23,5,23,5,0,2
1,0,Unknown,0,10,0,-1.0,-1.0,1158,6,4,16,2,0,0
13,0,Unknown,0,42,0,1.0,0.0,922,13,2,21,6,1,0
18,1,Unknown,0,42,0,-1.0,-1.0,835,13,5,8,6,0,0
21,1,PE,0,4,0,-1.0,-1.0,846,14,1,9,6,0,0
17,1,Unknown,0,13,0,-1.0,-1.0,1017,17,5,20,0,0,0
2,1,IN,0,22,0,254.0,15.0,809,16,3,15,5,0,0
15,0,Unknown,0,10,0,-1.0,-1.0,1051,19,5,4,0,0,0
5,1,IN,0,42,0,0.0,0.0,806,17,6,22,6,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1257,23,2,23,2,0,2
2,1,IN,0,13,0,-1.0,-1.0,1152,13,3,19,0,0,0
2,1,Unknown,0,10,0,2.0,10.0,1294,15,1,10,3,0,0
4,0,India,2,0,1,-1.0,-1.0,1259,14,1,15,1,0,2
19,1,Unknown,0,42,0,39.0,0.0,952,17,0,20,2,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,895,19,0,21,3,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1211,5,0,6,4,1,0
19,1,Unknown,0,19,0,0.0,0.0,1083,20,1,21,6,0,0
14,0,IN,0,13,0,71.0,0.0,1043,15,0,16,3,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,910,23,6,10,2,0,0
19,0,Unknown,0,0,0,-1.0,-1.0,1168,19,0,14,5,0,0
21,1,IN,0,4,0,-1.0,-1.0,811,20,0,23,0,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,883,2,6,10,4,0,0
14,0,Unknown,0,22,0,-1.0,-1.0,1052,14,5,10,2,0,0
2,0,IN,0,6,0,4.0,0.0,1087,12,5,21,3,0,0
5,0,india,0,42,1,2.0,17.0,963,18,3,11,4,0,0
16,0,Unknown,2,0,0,-1.0,-1.0,1313,19,2,12,6,0,2
4,0,Unknown,0,19,0,8.0,0.0,1203,16,1,13,6,0,0
18,0,Unknown,0,42,0,-1.0,-1.0,801,17,4,16,1,0,0
2,0,Unknown,0,13,0,-1.0,-1.0,1273,17,1,22,0,0,0
6,1,Unknown,0,0,0,298.0,0.0,797,16,1,19,2,0,0
20,0,IN,0,10,0,65.0,0.0,1054,17,3,18,1,0,0
2,0,IN,2,16,0,2.0,0.0,941,18,3,18,3,0,2
16,0,Unknown,2,0,0,-1.0,-1.0,1311,15,5,14,4,0,2
4,1,Unknown,0,13,0,47.0,0.0,1136,10,5,17,4,0,0
17,0,Unknown,0,13,0,1.0,0.0,1086,10,6,21,4,0,0
5,0,india,0,42,1,1.0,0.0,963,17,3,19,0,1,0
21,1,IN,0,22,0,-1.0,-1.0,1068,19,2,11,5,0,0
14,0,Unknown,0,6,0,-1.0,-1.0,1052,14,5,11,2,0,0
17,1,Unknown,0,0,0,2.0,0.0,1080,15,5,18,2,0,0
21,0,IN,0,22,0,2.0,0.0,1081,11,4,13,5,0,0
19,0,Unknown,0,42,0,0.0,0.0,1005,14,3,23,0,0,0
13,1,Unknown,0,22,0,-1.0,-1.0,894,11,2,21,6,0,0
11,1,Unknown,0,0,0,-1.0,-1.0,819,15,0,17,1,0,0
11,0,Unknown,0,22,0,-1.0,-1.0,814,9,5,16,1,0,0
4,1,Unknown,0,13,0,26.0,0.0,1161,14,1,23,6,0,0
18,1,Unknown,0,6,0,-1.0,-1.0,951,13,1,23,6,0,0
15,0,Unknown,0,22,0,-1.0,-1.0,1041,11,2,2,4,0,0
19,0,Unknown,0,13,0,-1.0,-1.0,1165,18,4,11,4,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1206,16,5,1,5,0,0
19,1,Unknown,0,19,0,2.0,0.0,1085,17,0,21,6,0,0
18,0,Unknown,0,19,0,-1.0,-1.0,1249,20,3,16,5,0,0
13,0,Unknown,0,42,0,1.0,0.0,922,13,2,11,1,1,0
4,0,Unknown,0,0,0,0.0,0.0,1292,18,3,17,3,0,0
9,1,Unknown,0,42,0,174.0,0.0,872,18,3,12,4,0,0
4,0,Unknown,2,42,0,6.0,0.0,979,16,1,16,1,0,2
18,0,Unknown,0,42,0,-1.0,-1.0,967,19,5,12,4,0,0
18,0,Unknown,0,22,0,-1.0,-1.0,1039,14,4,1,3,0,0
17,0,Unknown,0,0,0,2.0,0.0,960,13,6,0,2,0,0
2,0,IN,0,6,0,-1.0,-1.0,1144,12,4,23,6,0,0
18,0,BR,0,42,0,-1.0,-1.0,808,1,4,0,2,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,986,17,1,23,0,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,947,13,5,10,4,1,0
18,0,Unknown,0,13,0,11.0,0.0,1231,17,1,16,3,0,0
2,0,Unknown,0,0,0,-1.0,-1.0,1329,12,1,17,0,0,0
5,0,india,0,42,1,2.0,14.0,963,17,3,9,4,0,0
1,1,Unknown,0,42,0,-1.0,0.0,850,10,4,10,4,0,0
19,1,Unknown,0,42,0,0.0,0.0,847,10,0,19,5,0,0
1,1,SG,2,0,0,-1.0,-1.0,1328,18,1,14,4,0,2
18,0,Unknown,0,22,0,-1.0,-1.0,1064,13,0,19,4,0,0
9,0,IN,0,13,0,179.0,0.0,880,17,2,15,5,0,0
20,0,France,0,42,0,-1.0,-1.0,877,20,4,15,3,0,0
4,0,Unknown,0,22,0,-1.0,-1.0,971,14,2,21,6,0,0
1,0,Unknown,0,22,0,0.0,0.0,1126,6,1,6,6,0,0
4,0,Unknown,0,13,0,-1.0,-1.0,1143,15,5,1,5,0,0
1,1,Unknown,2,42,0,-1.0,0.0,1096,16,3,16,3,0,2
2,0,Unknown,0,10,0,-1.0,-1.0,1331,14,6,19,4,0,0
4,0,Unknown,0,19,0,8.0,0.0,972,19,0,12,5,0,0
1,0,Unknown,0,42,0,-1.0,-1.0,1245,16,1,14,1,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,1309,9,0,9,0,0,2
17,1,Unknown,0,13,0,1.0,0.0,1134,9,0,11,5,0,0
2,0,IN,0,42,0,7.0,0.0,951,12,1,18,4,0,0
19,1,Unknown,0,42,0,0.0,0.0,909,19,0,18,6,0,0
4,0,Unknown,0,13,0,-1.0,-1.0,1120,11,0,3,2,0,0
2,0,Unknown,0,42,0,-1.0,-1.0,1216,19,1,1,2,0,0
15,0,Unknown,2,42,0,-1.0,-1.0,1036,13,0,19,0,0,2
6,0,Unknown,0,0,0,-1.0,-1.0,797,13,1,11,3,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,1010,17,5,0,5,0,0
11,0,Unknown,0,19,0,536.0,0.0,819,15,0,1,6,0,0
18,0,Unknown,0,16,0,-1.0,-1.0,1084,15,1,19,0,0,0
2,1,IN,0,10,0,-1.0,-1.0,1042,12,1,19,6,0,0
4,1,Unknown,0,4,0,3.0,0.0,1135,19,5,11,4,0,0
3,0,Unknown,0,19,0,-1.0,-1.0,1173,18,3,3,1,0,0
21,0,in,0,19,0,0.0,0.0,1081,11,4,20,2,0,0
12,1,Unknown,0,42,0,-1.0,-1.0,1199,6,5,22,0,0,0
19,0,Unknown,0,22,0,-1.0,-1.0,1084,11,1,15,0,0,0
17,1,IN,0,0,0,-1.0,-1.0,1182,20,0,12,0,0,0
19,1,Unknown,0,42,0,0.0,0.0,1107,12,6,3,1,0,0
19,1,Unknown,0,42,0,0.0,0.0,974,11,6,16,3,0,0
19,1,Unknown,0,42,0,1.0,0.0,955,13,4,21,2,0,0
11,1,Unknown,0,0,0,-1.0,-1.0,814,9,5,10,5,0,0
4,0,Unknown,0,13,0,-1.0,-1.0,1006,14,2,21,1,0,0
2,0,IN,0,13,0,4.0,0.0,1043,18,0,9,6,0,0
21,0,IN,0,22,0,13.0,0.0,1081,11,4,15,1,0,0
1,1,Unknown,0,42,0,0.0,0.0,826,10,0,8,6,0,0
2,1,Unknown,0,0,0,-1.0,-1.0,1215,15,3,11,2,0,0
2,0,Unknown,0,22,0,-1.0,-1.0,1193,15,4,14,2,0,0
2,0,IN,0,19,0,4.0,0.0,913,15,4,14,3,0,0
15,0,Unknown,0,0,0,-1.0,-1.0,1034,18,2,13,0,0,0
18,0,Unknown,0,13,0,-1.0,-1.0,1225,12,0,23,3,0,0
1,1,Unknown,2,42,0,-1.0,-1.0,975,20,4,7,4,0,2
4,0,Unknown,0,19,0,8.0,0.0,1062,12,2,13,3,0,0
12,1,Unknown,0,42,0,6.0,0.0,1167,20,1,19,1,0,0
1,1,Unknown,0,6,0,-1.0,-1.0,929,5,2,1,3,0,0
2,1,IN,0,22,0,4.0,16.0,1096,11,3,4,1,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1049,18,1,16,6,0,0
21,0,IN,0,13,0,-1.0,-1.0,1070,14,1,11,5,0,0
17,1,Unknown,0,19,0,0.0,0.0,1144,15,4,12,3,0,0
9,0,Unknown,0,6,0,-1.0,-1.0,872,10,3,21,1,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1193,19,3,19,3,0,0
19,1,Unknown,0,42,0,0.0,0.0,933,8,5,16,3,0,0
21,0,FR,0,22,0,-1.0,-1.0,878,17,4,8,3,0,0
14,0,IN,0,19,0,18.0,0.0,1043,15,0,12,6,0,0
13,0,Unknown,2,0,0,-1.0,-1.0,903,10,0,20,6,0,2
2,0,IN,0,4,0,3.0,0.0,803,13,2,22,0,0,0
17,0,Unknown,0,13,0,0.0,0.0,1130,19,3,20,2,0,0
13,1,United States,1,42,0,-1.0,-1.0,903,10,0,5,1,0,1
2,1,Unknown,0,0,0,-1.0,-1.0,1157,19,4,14,5,0,0
16,0,India,2,0,1,-1.0,-1.0,1345,12,6,15,4,0,2
19,1,Unknown,0,42,0,-1.0,-1.0,1114,15,6,21,4,0,0
4,0,Unknown,2,42,0,-1.0,-1.0,1260,12,0,11,2,0,2
1,1,Unknown,0,42,0,-1.0,-1.0,1037,20,5,11,5,0,0
1,0,india,0,13,1,1.0,0.0,964,19,1,14,3,0,0
2,0,IN,0,19,0,37.0,0.0,988,9,6,0,0,0,0
4,0,Unknown,0,19,0,-1.0,-1.0,1004,19,3,9,2,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,987,16,0,10,6,0,0
2,1,Unknown,0,10,0,-1.0,-1.0,1254,15,6,14,1,0,0
17,1,Unknown,0,22,0,-1.0,-1.0,1090,17,2,19,1,0,0
1,0,Unknown,0,6,0,-1.0,-1.0,1131,15,3,0,0,0,0
4,0,Unknown,0,13,0,13.0,0.0,1077,12,1,13,1,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1141,18,0,12,6,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,973,17,0,4,4,0,0
4,1,Unknown,0,19,0,3.0,0.0,955,22,3,18,0,0,0
18,0,Unknown,0,10,0,-1.0,-1.0,1204,15,0,21,6,0,0
14,0,Unknown,0,6,0,96.0,0.0,1000,11,1,12,2,0,0
18,0,Unknown,0,10,0,-1.0,-1.0,1066,12,5,20,2,0,0
4,0,Unknown,0,4,0,0.0,18.0,1123,10,4,23,3,0,0
21,1,IN,0,6,0,-1.0,-1.0,811,13,1,14,0,0,0
17,0,Unknown,0,0,0,2.0,0.0,1046,19,3,23,0,0,0
1,0,Unknown,0,10,0,-1.0,-1.0,1252,6,1,15,1,0,0
15,0,Unknown,0,6,0,-1.0,-1.0,1043,14,0,22,5,0,0
17,0,Unknown,0,13,0,-1.0,0.0,1172,17,4,9,4,0,0
2,1,IN,0,19,0,8.0,12.0,958,15,1,2,5,0,0
5,0,india,0,42,1,0.0,13.0,959,14,0,16,2,0,0
19,1,Unknown,0,42,0,4.0,0.0,903,10,0,19,2,1,0
1,1,india,0,0,1,2.0,0.0,964,19,1,17,4,0,0
20,0,Unknown,0,42,0,-1.0,-1.0,919,14,5,11,4,1,0
11,0,Unknown,0,42,0,-1.0,-1.0,818,10,1,21,3,0,0
19,1,GB,0,42,0,0.0,0.0,803,19,1,17,0,0,0
1,1,Unknown,0,42,0,-1.0,-1.0,1167,12,2,6,2,0,0
18,0,Unknown,0,6,0,-1.0,-1.0,974,16,6,12,5,0,0
2,0,IN,0,4,0,2.0,0.0,802,15,3,6,2,0,0
19,1,Unknown,0,0,0,-1.0,-1.0,1221,11,4,15,2,1,0
1,1,Unknown,0,42,0,-1.0,-1.0,1213,22,4,6,2,1,0
15,0,Unknown,0,13,0,-1.0,-1.0,1047,16,3,23,5,0,0
19,1,Unknown,0,42,0,0.0,0.0,897,11,6,18,3,0,0
20,1,Unknown,0,42,0,-1.0,-1.0,1000,10,1,14,6,0,0
2,0,US,0,19,0,-1.0,-1.0,1178,10,5,12,0,0,0
